Number,From Name,To Number,To Name,ID,Circuit,Status,Xfrmr,From MW,From Mvar,From MVA,Lim MVA,MW Loss,Mvar Loss,Test No,Group,Condition,,
48,CETHANA,22,SHEFF_B2,707,1,Closed,No,85,-22.4,87.9,180,1,-4.9,15,LR,OK,,
49,WILMOT,22,SHEFF_B2,708,1,Closed,No,51,-15.3,53.3,180,0.4,-7.5,15,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,709,1,Closed,No,30,-10.6,31.8,180,0.1,-8.5,15,LR,OK,,
51,FISHER,22,SHEFF_B2,710,1,Closed,No,53.5,-15.9,55.8,180,0.4,-7.4,15,LR,OK,,
53,53,22,SHEFF_B2,711,1,Closed,No,-223.8,26.5,225.3,180,7.4,20.8,15,LR,OK,,
132,132,34,Hamsphir,712,1,Closed,No,0,0,0,180,0,0,15,LR,OK,,
132,132,35,Savage r,713,1,Closed,No,0,0,0,180,0,0,15,LR,OK,,
36,QUE,120,NBUSQUEW,714,1,Closed,No,0,0,0,180,0,-8.5,15,LR,OK,,
37,37,38,MACKINTO,715,1,Closed,No,488.8,-111.4,501.3,180,37.3,140.1,15,LR,OK,,
39,ROSEBERY,37,37,716,1,Closed,No,-0.5,4.6,4.6,180,0,-8.4,15,LR,OK,,
37,37,42,FARRELL,717,1,Closed,Yes,-488.8,162.2,515.1,180,39.8,149.9,15,LR,OK,,
37,37,119,QUEENFAR,718,1,Closed,No,-0.5,-20.9,21,180,0,-8.3,15,LR,OK,,
37,37,120,NBUSQUEW,719,1,Closed,No,0,-16.9,16.9,180,0,-8.4,15,LR,OK,,
39,ROSEBERY,119,QUEENFAR,720,1,Closed,No,0.5,-4.6,4.6,0,0,0,15,LR,OK,,
40,QUEENSTO,41,NEWTON,721,1,Closed,No,0,-8.7,8.7,180,0,-8.7,15,LR,OK,,
40,QUEENSTO,119,QUEENFAR,722,1,Closed,No,0,8.7,8.7,180,0,-8.5,15,LR,OK,,
43,BASTYAN,42,FARRELL,723,1,Closed,No,80,0.5,80,180,0.9,-5.4,15,LR,OK,,
42,FARRELL,44,JOHN BUT,724,1,Closed,No,-141.1,13.9,141.8,180,2.9,2.6,15,LR,OK,,
42,FARRELL,45,TRIBUTE,725,1,Closed,No,-82,-5,82.2,180,1,-5.1,15,LR,OK,,
46,REECE,42,FARRELL,726,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,15,LR,OK,,
47,REECE,42,FARRELL,727,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,15,LR,OK,,
121,NBUS,51,FISHER,728,1,Closed,No,54,-23.1,58.7,180,0.5,-7.2,15,LR,OK,,
52,ROWALLAN,121,NBUS,729,1,Closed,No,11,-1.2,11.1,180,0,-8.9,15,LR,OK,,
54,TAMAR VA,53,53,730,1,Closed,No,200,-0.7,200,180,5.5,13.3,15,LR,OK,,
53,53,55,BASSLINK,731,1,Closed,No,0.3,-87.2,87.2,180,0.3,-87.2,15,LR,OK,,
56,COMALCO,53,53,732,1,Closed,No,-300,0,300,180,14.9,51.1,15,LR,OK,,
53,53,57,GEORGE T,733,1,Closed,Yes,103.1,-4.5,103.2,180,1.5,-2.3,15,LR,OK,,
57,GEORGE T,59,TEMCO,734,1,Closed,No,101.5,-2.1,101.6,180,1.5,-2.1,15,LR,OK,,
120,NBUSQUEW,132,132,735,1,Closed,No,0,0,0,180,0,0,15,LR,OK,,
11,SMITHTON,10,PORT LAT,736,1,Closed,No,-132.4,31.6,136.1,180,3.5,6.9,16,LR,OK,,
10,PORT LAT,20,BURNIE,737,1,Closed,No,-135.8,24.7,138,180,3.5,7.1,16,LR,OK,,
11,SMITHTON,20,BURNIE,738,1,Closed,No,-156.5,5.9,156.6,100,0,32.6,16,LR,OK,,
33,SLACK,11,SMITHTON,739,1,Closed,Yes,-288.9,184.1,342.6,1000,0,146.6,16,LR,OK,,
12,EMU BAY,13,ULVERSTO,740,1,Closed,No,-63.4,-54.5,83.6,180,1.1,-3.8,16,LR,OK,,
20,BURNIE,12,EMU BAY,741,1,Closed,No,-62.2,-57,84.4,180,1.2,-2.5,16,LR,OK,,
13,ULVERSTO,14,PALOONA,742,1,Closed,No,-64.5,-50.7,82.1,180,0.9,-4.9,16,LR,OK,,
14,PALOONA,15,SHEFFIEL,743,1,Closed,No,-54.6,52.8,76,180,0.9,-5.4,16,LR,OK,,
15,SHEFFIEL,16,WESLEY V,744,1,Closed,No,0,-8.6,8.6,180,0,-8.6,16,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,745,1,Closed,No,0,-8.6,8.6,180,0,-8.6,16,LR,OK,,
15,SHEFFIEL,18,RAILTON,746,1,Closed,No,0,-8.6,8.6,180,0,-8.6,16,LR,OK,,
19,DEVILS G,15,SHEFFIEL,747,1,Closed,No,-226.7,17.9,227.4,180,8,23.6,16,LR,OK,,
20,BURNIE,15,SHEFFIEL,748,1,Open,No,0,0,0,180,0,0,16,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,749,1,Closed,Yes,-290.2,78.3,300.6,1000,0,123.1,16,LR,OK,,
16,WESLEY V,17,DEVONPOR,750,1,Open,No,0,0,0,180,0,0,16,LR,OK,,
19,DEVILS G,21,DEVILS B,751,1,Closed,Yes,226.7,-17.9,227.4,1000,0,75,16,LR,OK,,
23,,20,BURNIE,752,1,Closed,Yes,233.6,47.8,238.5,1000,0,95.6,16,LR,OK,,
34,Hamsphir,20,BURNIE,753,1,Open,No,0,0,0,180,0,0,16,LR,OK,,
22,SHEFF_B2,23,,754,1,Closed,No,243.8,80.6,256.8,180,10.1,32.8,16,LR,OK,,
42,FARRELL,22,SHEFF_B2,755,1,Closed,No,606.5,12.3,606.6,180,52.4,200.2,16,LR,OK,,
48,CETHANA,22,SHEFF_B2,756,1,Closed,No,85,58.5,103.2,180,1.6,-2.4,16,LR,OK,,
49,WILMOT,22,SHEFF_B2,757,1,Closed,No,51,65.9,83.4,180,1,-4.4,16,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,758,1,Closed,No,30,70.9,77,180,0.9,-5,16,LR,OK,,
51,FISHER,22,SHEFF_B2,759,1,Closed,No,52.3,65.6,83.9,180,1.1,-4.4,16,LR,OK,,
53,53,22,SHEFF_B2,760,1,Closed,No,-225.4,61.8,233.7,180,8.5,25.6,16,LR,OK,,
132,132,34,Hamsphir,761,1,Closed,No,0,0,0,180,0,0,16,LR,OK,,
132,132,35,Savage r,762,1,Closed,No,0,0,0,180,0,0,16,LR,OK,,
36,QUE,120,NBUSQUEW,763,1,Closed,No,0,0,0,180,0,-9.4,16,LR,OK,,
37,37,38,MACKINTO,764,1,Closed,No,-78.9,36.3,86.9,180,1.1,-4.8,16,LR,OK,,
39,ROSEBERY,37,37,765,1,Closed,No,-0.6,5,5.1,180,0,-9.2,16,LR,OK,,
37,37,42,FARRELL,766,1,Closed,Yes,78.8,19.5,81.2,180,0.9,-5.3,16,LR,OK,,
37,37,119,QUEENFAR,767,1,Closed,No,-0.5,-23,23,180,0,-9.1,16,LR,OK,,
37,37,120,NBUSQUEW,768,1,Closed,No,0,-18.6,18.6,180,0,-9.2,16,LR,OK,,
39,ROSEBERY,119,QUEENFAR,769,1,Closed,No,0.6,-5,5.1,0,0,0,16,LR,OK,,
40,QUEENSTO,41,NEWTON,770,1,Closed,No,0,-9.6,9.6,180,0,-9.6,16,LR,OK,,
40,QUEENSTO,119,QUEENFAR,771,1,Closed,No,0,9.6,9.6,180,0,-9.4,16,LR,OK,,
43,BASTYAN,42,FARRELL,772,1,Closed,No,80,0.5,80,180,0.9,-5.4,16,LR,OK,,
42,FARRELL,44,JOHN BUT,773,1,Closed,No,-141.1,13.9,141.8,180,2.9,2.6,16,LR,OK,,
42,FARRELL,45,TRIBUTE,774,1,Closed,No,-82,-4.9,82.2,180,1,-5.1,16,LR,OK,,
46,REECE,42,FARRELL,775,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,16,LR,OK,,
47,REECE,42,FARRELL,776,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,16,LR,OK,,
121,NBUS,51,FISHER,777,1,Closed,No,53.2,59.8,80,180,0.9,-5.8,16,LR,OK,,
52,ROWALLAN,121,NBUS,778,1,Closed,No,11,-81.6,82.4,180,0.8,-6.1,16,LR,OK,,
54,TAMAR VA,53,53,779,1,Closed,No,200,47.5,205.6,180,5.9,15,16,LR,OK,,
53,53,55,BASSLINK,780,1,Closed,No,0.3,-82.4,82.4,180,0.3,-82.4,16,LR,OK,,
56,COMALCO,53,53,781,1,Closed,No,-300,0,300,180,15.9,55.8,16,LR,OK,,
53,53,57,GEORGE T,782,1,Closed,Yes,103.3,-2.7,103.3,180,1.6,-1.5,16,LR,OK,,
57,GEORGE T,59,TEMCO,783,1,Closed,No,101.6,-1.2,101.6,180,1.6,-1.2,16,LR,OK,,
120,NBUSQUEW,132,132,784,1,Closed,No,0,0,0,180,0,0,16,LR,OK,,
11,SMITHTON,10,PORT LAT,785,1,Closed,No,-150.1,26.5,152.4,180,4.4,10.6,17,LR,OK,,
10,PORT LAT,20,BURNIE,786,1,Closed,No,-154.4,15.9,155.3,180,4.4,10.5,17,LR,OK,,
11,SMITHTON,20,BURNIE,787,1,Closed,No,-174.6,-4.8,174.7,100,0,41,17,LR,OK,,
33,SLACK,11,SMITHTON,788,1,Closed,Yes,-324.7,206.9,385,1000,0,185.2,17,LR,OK,,
12,EMU BAY,13,ULVERSTO,789,1,Closed,No,-9.8,-62.9,63.6,180,0.6,-5.9,17,LR,OK,,
20,BURNIE,12,EMU BAY,790,1,Closed,No,-9.1,-67.5,68.1,180,0.7,-4.6,17,LR,OK,,
13,ULVERSTO,14,PALOONA,791,1,Closed,No,-10.4,-57,57.9,180,0.4,-7,17,LR,OK,,
14,PALOONA,15,SHEFFIEL,792,1,Open,No,0,0,0,180,0,0,17,LR,OK,,
15,SHEFFIEL,16,WESLEY V,793,1,Closed,No,0,-8.2,8.2,180,0,-8.2,17,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,794,1,Closed,No,0,-8.3,8.3,180,0,-8.3,17,LR,OK,,
15,SHEFFIEL,18,RAILTON,795,1,Closed,No,0,-8.3,8.3,180,0,-8.3,17,LR,OK,,
19,DEVILS G,15,SHEFFIEL,796,1,Closed,No,-219.8,28.3,221.6,180,7.8,23.2,17,LR,OK,,
20,BURNIE,15,SHEFFIEL,797,1,Open,No,0,0,0,180,0,0,17,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,798,1,Closed,Yes,-227.6,29.8,229.6,1000,0,74.8,17,LR,OK,,
16,WESLEY V,17,DEVONPOR,799,1,Open,No,0,0,0,180,0,0,17,LR,OK,,
19,DEVILS G,21,DEVILS B,800,1,Closed,Yes,219.8,-28.3,221.6,1000,0,73.2,17,LR,OK,,
23,,20,BURNIE,801,1,Closed,Yes,168.4,39.9,173.1,1000,0,46.5,17,LR,OK,,
34,Hamsphir,20,BURNIE,802,1,Closed,No,160.3,-10.3,160.6,180,4.3,10,17,LR,OK,,
22,SHEFF_B2,23,,803,1,Closed,No,173.3,51.5,180.8,180,4.9,11.6,17,LR,OK,,
42,FARRELL,22,SHEFF_B2,804,1,Closed,No,446.3,-18.4,446.7,180,28.3,104.1,17,LR,OK,,
48,CETHANA,22,SHEFF_B2,805,1,Closed,No,85,35.5,92.1,180,1.2,-3.9,17,LR,OK,,
49,WILMOT,22,SHEFF_B2,806,1,Closed,No,51,42.8,66.6,180,0.7,-6.1,17,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,807,1,Closed,No,30,47.7,56.4,180,0.5,-6.7,17,LR,OK,,
51,FISHER,22,SHEFF_B2,808,1,Closed,No,53,42.4,67.9,180,0.7,-6,17,LR,OK,,
53,53,22,SHEFF_B2,809,1,Closed,No,-224.8,52,230.8,180,8.1,24,17,LR,OK,,
132,132,34,Hamsphir,810,1,Closed,No,160.3,21.1,161.7,180,0,31.4,17,LR,OK,,
132,132,35,Savage r,811,1,Closed,No,0,0,0,180,0,0,17,LR,OK,,
36,QUE,120,NBUSQUEW,812,1,Closed,No,0,0,0,180,0,-8.2,17,LR,OK,,
37,37,38,MACKINTO,813,1,Closed,No,-79.1,-19.5,81.4,180,0.9,-5.1,17,LR,OK,,
39,ROSEBERY,37,37,814,1,Closed,No,-0.6,4.7,4.8,180,0,-8.7,17,LR,OK,,
37,37,42,FARRELL,815,1,Closed,Yes,-81.3,1.8,81.3,180,1,-4.9,17,LR,OK,,
37,37,119,QUEENFAR,816,1,Closed,No,-0.5,-21.6,21.6,180,0,-8.6,17,LR,OK,,
37,37,120,NBUSQUEW,817,1,Closed,No,160.3,52.6,168.7,180,0,8.3,17,LR,OK,,
39,ROSEBERY,119,QUEENFAR,818,1,Closed,No,0.6,-4.7,4.8,0,0,0,17,LR,OK,,
40,QUEENSTO,41,NEWTON,819,1,Closed,No,0,-9,9,180,0,-9,17,LR,OK,,
40,QUEENSTO,119,QUEENFAR,820,1,Closed,No,0,9,9,180,0,-8.8,17,LR,OK,,
43,BASTYAN,42,FARRELL,821,1,Closed,No,80,-2.1,80,180,0.9,-5.4,17,LR,OK,,
42,FARRELL,44,JOHN BUT,822,1,Closed,No,-141.1,16.5,142.1,180,2.9,2.6,17,LR,OK,,
42,FARRELL,45,TRIBUTE,823,1,Closed,No,-82,-2.5,82.1,180,1,-5.1,17,LR,OK,,
46,REECE,42,FARRELL,824,1,Closed,No,115,-8.8,115.3,180,1.8,-1.6,17,LR,OK,,
47,REECE,42,FARRELL,825,1,Closed,No,115,-8.8,115.3,180,1.8,-1.6,17,LR,OK,,
121,NBUS,51,FISHER,826,1,Closed,No,53.6,35.4,64.2,180,0.6,-6.9,17,LR,OK,,
52,ROWALLAN,121,NBUS,827,1,Closed,No,11,-58.8,59.8,180,0.4,-7.6,17,LR,OK,,
54,TAMAR VA,53,53,828,1,Closed,No,200,33.7,202.8,180,5.7,14.3,17,LR,OK,,
53,53,55,BASSLINK,829,1,Closed,No,0.3,-83.8,83.8,180,0.3,-83.8,17,LR,OK,,
56,COMALCO,53,53,830,1,Closed,No,-300,0,300,180,15.6,54.4,17,LR,OK,,
53,53,57,GEORGE T,831,1,Closed,Yes,103.2,-3.2,103.3,180,1.6,-1.7,17,LR,OK,,
57,GEORGE T,59,TEMCO,832,1,Closed,No,101.6,-1.5,101.6,180,1.6,-1.5,17,LR,OK,,
120,NBUSQUEW,132,132,833,1,Closed,No,160.3,52.6,168.7,180,0,31.4,17,LR,OK,,
11,SMITHTON,10,PORT LAT,834,1,Closed,No,-139.4,38.8,144.7,180,4.4,11.4,18,LR,OK,,
10,PORT LAT,20,BURNIE,835,1,Closed,No,-143.8,27.3,146.4,180,4.5,11.6,18,LR,OK,,
11,SMITHTON,20,BURNIE,836,1,Closed,No,-166.1,11,166.4,100,0,41.4,18,LR,OK,,
33,SLACK,11,SMITHTON,837,1,Closed,Yes,-305.5,235.9,386,1000,0,186.2,18,LR,OK,,
12,EMU BAY,13,ULVERSTO,838,1,Open,No,0,0,0,180,0,0,18,LR,OK,,
20,BURNIE,12,EMU BAY,839,1,Closed,No,0,-6.2,6.2,180,0,-6.2,18,LR,OK,,
13,ULVERSTO,14,PALOONA,840,1,Closed,No,0,0,0,180,0,-9,18,LR,OK,,
14,PALOONA,15,SHEFFIEL,841,1,Open,No,0,0,0,180,0,0,18,LR,OK,,
15,SHEFFIEL,16,WESLEY V,842,1,Closed,No,0,-12.4,12.4,180,0,-8.2,18,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,843,1,Closed,No,0,-12.4,12.4,180,0,-8.3,18,LR,OK,,
15,SHEFFIEL,18,RAILTON,844,1,Closed,No,0,-8.3,8.3,180,0,-8.3,18,LR,OK,,
19,DEVILS G,15,SHEFFIEL,845,1,Closed,No,-227,27.6,228.6,180,8.4,25.4,18,LR,OK,,
20,BURNIE,15,SHEFFIEL,846,1,Open,No,0,0,0,180,0,0,18,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,847,1,Closed,Yes,-235.4,35.3,238,1000,0,80.5,18,LR,OK,,
16,WESLEY V,17,DEVONPOR,848,1,Closed,No,0,-4.2,4.2,180,0,-8.3,18,LR,OK,,
19,DEVILS G,21,DEVILS B,849,1,Closed,Yes,227,-27.6,228.6,1000,0,78.4,18,LR,OK,,
23,,20,BURNIE,850,1,Closed,Yes,164.2,67.9,177.7,1000,0,51.4,18,LR,OK,,
34,Hamsphir,20,BURNIE,851,1,Closed,No,154.7,3.8,154.7,180,4.6,11.8,18,LR,OK,,
22,SHEFF_B2,23,,852,1,Closed,No,169.6,81.7,188.3,180,5.4,13.7,18,LR,OK,,
42,FARRELL,22,SHEFF_B2,853,1,Closed,No,452,-13.9,452.2,180,29.1,107.3,18,LR,OK,,
48,CETHANA,22,SHEFF_B2,854,1,Closed,No,85,42.5,95,180,1.3,-3.5,18,LR,OK,,
49,WILMOT,22,SHEFF_B2,855,1,Closed,No,51,49.9,71.3,180,0.8,-5.6,18,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,856,1,Closed,No,30,54.8,62.5,180,0.6,-6.3,18,LR,OK,,
51,FISHER,22,SHEFF_B2,857,1,Closed,No,52.8,49.5,72.4,180,0.8,-5.6,18,LR,OK,,
53,53,22,SHEFF_B2,858,1,Closed,No,-225,55,231.6,180,8.2,24.5,18,LR,OK,,
132,132,34,Hamsphir,859,1,Closed,No,154.7,36.7,159,180,0,32.9,18,LR,OK,,
132,132,35,Savage r,860,1,Closed,No,0,0,0,180,0,0,18,LR,OK,,
36,QUE,120,NBUSQUEW,861,1,Closed,No,0,0,0,180,0,-7.9,18,LR,OK,,
37,37,38,MACKINTO,862,1,Closed,No,-79,-29,84.2,180,1,-4.8,18,LR,OK,,
39,ROSEBERY,37,37,863,1,Closed,No,-0.5,4.7,4.7,180,0,-8.6,18,LR,OK,,
37,37,42,FARRELL,864,1,Closed,Yes,-75.8,-6.9,76.1,180,0.8,-5.3,18,LR,OK,,
37,37,119,QUEENFAR,865,1,Closed,No,-0.5,-21.4,21.4,180,0,-8.5,18,LR,OK,,
37,37,120,NBUSQUEW,866,1,Closed,No,154.7,70.6,170,180,0,9,18,LR,OK,,
39,ROSEBERY,119,QUEENFAR,867,1,Closed,No,0.5,-4.7,4.7,0,0,0,18,LR,OK,,
40,QUEENSTO,41,NEWTON,868,1,Closed,No,0,-8.9,8.9,180,0,-8.9,18,LR,OK,,
40,QUEENSTO,119,QUEENFAR,869,1,Closed,No,0,8.9,8.9,180,0,-8.7,18,LR,OK,,
43,BASTYAN,42,FARRELL,870,1,Closed,No,80,0.5,80,180,0.9,-5.4,18,LR,OK,,
42,FARRELL,44,JOHN BUT,871,1,Closed,No,-141.1,13.9,141.8,180,2.9,2.6,18,LR,OK,,
42,FARRELL,45,TRIBUTE,872,1,Closed,No,-82,-5,82.2,180,1,-5.1,18,LR,OK,,
46,REECE,42,FARRELL,873,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,18,LR,OK,,
47,REECE,42,FARRELL,874,1,Closed,No,115,-6.3,115.2,180,1.8,-1.6,18,LR,OK,,
121,NBUS,51,FISHER,875,1,Closed,No,53.5,42.8,68.5,180,0.7,-6.7,18,LR,OK,,
52,ROWALLAN,121,NBUS,876,1,Closed,No,11,-65.8,66.7,180,0.5,-7.2,18,LR,OK,,
54,TAMAR VA,53,53,877,1,Closed,No,200,37.9,203.6,180,5.8,14.5,18,LR,OK,,
53,53,55,BASSLINK,878,1,Closed,No,0.3,-83.3,83.3,180,0.3,-83.3,18,LR,OK,,
56,COMALCO,53,53,879,1,Closed,No,-300,0,300,180,15.7,54.8,18,LR,OK,,
53,53,57,GEORGE T,880,1,Closed,Yes,103.2,-3.1,103.3,180,1.6,-1.6,18,LR,OK,,
57,GEORGE T,59,TEMCO,881,1,Closed,No,101.6,-1.4,101.6,180,1.6,-1.4,18,LR,OK,,
120,NBUSQUEW,132,132,882,1,Closed,No,154.7,69.5,169.6,180,0,32.9,18,LR,OK,,
11,SMITHTON,10,PORT LAT,883,1,Open,No,0,0,0,180,0,0,19,LR,OK,,
10,PORT LAT,20,BURNIE,884,1,Closed,No,0,0,0,180,0,-6.4,19,LR,OK,,
11,SMITHTON,20,BURNIE,885,1,Closed,No,-293.7,53.1,298.4,100,0,130.7,19,LR,OK,,
33,SLACK,11,SMITHTON,886,1,Closed,Yes,-293.7,223,368.7,1000,0,169.9,19,LR,OK,,
12,EMU BAY,13,ULVERSTO,887,1,Open,No,0,0,0,180,0,0,19,LR,OK,,
20,BURNIE,12,EMU BAY,888,1,Closed,No,0,-6.4,6.4,180,0,-6.4,19,LR,OK,,
13,ULVERSTO,14,PALOONA,889,1,Closed,No,0,0,0,180,0,-9,19,LR,OK,,
14,PALOONA,15,SHEFFIEL,890,1,Open,No,0,0,0,180,0,0,19,LR,OK,,
15,SHEFFIEL,16,WESLEY V,891,1,Closed,No,0,-10.4,10.4,180,0,-6.9,19,LR,OK,,
15,SHEFFIEL,17,DEVONPOR,892,1,Closed,No,0,-10.4,10.4,180,0,-6.9,19,LR,OK,,
15,SHEFFIEL,18,RAILTON,893,1,Closed,No,0,-6.9,6.9,180,0,-6.9,19,LR,OK,,
19,DEVILS G,15,SHEFFIEL,894,1,Closed,No,-242.8,60.2,250.1,180,11.8,40.1,19,LR,OK,,
20,BURNIE,15,SHEFFIEL,895,1,Closed,No,11.9,-59.3,60.5,180,0.6,-4.1,19,LR,OK,,
15,SHEFFIEL,22,SHEFF_B2,896,1,Closed,Yes,-243.4,-7.5,243.5,1000,0,100.6,19,LR,OK,,
16,WESLEY V,17,DEVONPOR,897,1,Closed,No,0,-3.5,3.5,180,0,-7,19,LR,OK,,
19,DEVILS G,21,DEVILS B,898,1,Closed,Yes,242.8,-60.2,250.1,1000,0,109.7,19,LR,OK,,
23,,20,BURNIE,899,1,Closed,Yes,157.1,59.1,167.8,1000,0,45.8,19,LR,OK,,
34,Hamsphir,20,BURNIE,900,1,Closed,No,152.8,3,152.8,180,4.4,10.8,19,LR,OK,,
22,SHEFF_B2,23,,901,1,Closed,No,161.9,70.5,176.6,180,4.8,11.4,19,LR,OK,,
42,FARRELL,22,SHEFF_B2,902,1,Closed,No,454,-4.7,454,180,29.4,108.5,19,LR,OK,,
48,CETHANA,22,SHEFF_B2,903,1,Closed,No,85,53.1,100.2,180,1.5,-2.8,19,LR,OK,,
49,WILMOT,22,SHEFF_B2,904,1,Closed,No,51,60.6,79.2,180,0.9,-4.9,19,LR,OK,,
50,LEMONTHY,22,SHEFF_B2,905,1,Closed,No,30,65.5,72.1,180,0.8,-5.4,19,LR,OK,,
51,FISHER,22,SHEFF_B2,906,1,Closed,No,52.5,60.3,79.9,180,1,-4.8,19,LR,OK,,
53,53,22,SHEFF_B2,907,1,Closed,No,-225.3,59.5,233,180,8.4,25.2,19,LR,OK,,
132,132,34,Hamsphir,908,1,Closed,No,152.8,34.3,156.6,180,0,31.3,19,LR,OK,,
132,132,35,Savage r,909,1,Closed,No,0,0,0,180,0,0,19,LR,OK,,
36,QUE,120,NBUSQUEW,910,1,Closed,No,0,0,0,180,0,-8,19,LR,OK,,
37,37,38,MACKINTO,911,1,Closed,No,-79,-27,83.5,180,1,-4.9,19,LR,OK,,
39,ROSEBERY,37,37,912,1,Closed,No,-0.6,4.7,4.7,180,0,-8.6,19,LR,OK,,
37,37,42,FARRELL,913,1,Closed,Yes,-73.9,-4.2,74,180,0.8,-5.5,19,LR,OK,,
37,37,119,QUEENFAR,914,1,Closed,No,-0.5,-21.4,21.4,180,0,-8.5,19,LR,OK,,
37,37,120,NBUSQUEW,915,1,Closed,No,152.8,65.8,166.4,180,0,8.1,19,LR,OK,,
39,ROSEBERY,119,QUEENFAR,916,1,Closed,No,0.6,-4.7,4.7,0,0,0,19,LR,OK,,
40,QUEENSTO,41,NEWTON,917,1,Closed,No,0,-8.9,8.9,180,0,-8.9,19,LR,OK,,
40,QUEENSTO,119,QUEENFAR,918,1,Closed,No,0,8.9,8.9,180,0,-8.7,19,LR,OK,,
43,BASTYAN,42,FARRELL,919,1,Closed,No,80,1.8,80,180,0.9,-5.4,19,LR,OK,,
42,FARRELL,44,JOHN BUT,920,1,Closed,No,-141.1,12.6,141.7,180,2.9,2.6,19,LR,OK,,
42,FARRELL,45,TRIBUTE,921,1,Closed,No,-82,-6.3,82.3,180,1,-5.1,19,LR,OK,,
46,REECE,42,FARRELL,922,1,Closed,No,115,-5,115.1,180,1.8,-1.6,19,LR,OK,,
47,REECE,42,FARRELL,923,1,Closed,No,115,-5,115.1,180,1.8,-1.6,19,LR,OK,,
121,NBUS,51,FISHER,924,1,Closed,No,53.3,54.2,76,180,0.8,-6.1,19,LR,OK,,
52,ROWALLAN,121,NBUS,925,1,Closed,No,11,-76.5,77.3,180,0.7,-6.5,19,LR,OK,,
54,TAMAR VA,53,53,926,1,Closed,No,200,44.3,204.9,180,5.9,14.8,19,LR,OK,,
53,53,55,BASSLINK,927,1,Closed,No,0.3,-82.7,82.7,180,0.3,-82.7,19,LR,OK,,
56,COMALCO,53,53,928,1,Closed,No,-300,0,300,180,15.8,55.5,19,LR,OK,,
53,53,57,GEORGE T,929,1,Closed,Yes,103.3,-2.8,103.3,180,1.6,-1.5,19,LR,OK,,
57,GEORGE T,59,TEMCO,930,1,Closed,No,101.6,-1.3,101.6,180,1.6,-1.3,19,LR,OK,,
120,NBUSQUEW,132,132,931,1,Closed,No,152.8,65.7,166.3,180,0,31.3,19,LR,OK,,
11,SMITHTON,10,PORT LAT,932,1,Open,No,0,0,0,180,0,0,1,BR,BLACKOUT,,
10,PORT LAT,20,BURNIE,933,1,Closed,No,-41.7,51.1,65.9,180,0.7,-6.3,1,BR,BLACKOUT,,
11,SMITHTON,20,BURNIE,934,1,Open,No,0,0,0,100,0,0,1,BR,BLACKOUT,,
33,SLACK,11,SMITHTON,935,1,Closed,Yes,-23.1,-9.4,25,1000,0,0.8,1,BR,BLACKOUT,,
12,EMU BAY,13,ULVERSTO,936,1,Closed,No,68.1,-64.9,94.1,180,1.1,-4.9,1,BR,BLACKOUT,,
20,BURNIE,12,EMU BAY,937,1,Closed,No,69.4,-68.7,97.7,180,1.3,-3.8,1,BR,BLACKOUT,,
13,ULVERSTO,14,PALOONA,938,1,Closed,No,67,-60,89.9,180,1,-6,1,BR,BLACKOUT,,
14,PALOONA,15,SHEFFIEL,939,1,Closed,No,44.4,277.3,280.8,180,10.2,31.8,1,BR,BLACKOUT,,
15,SHEFFIEL,16,WESLEY V,940,1,Closed,No,0,-11,11,180,0,-7.3,1,BR,BLACKOUT,,
15,SHEFFIEL,17,DEVONPOR,941,1,Closed,No,0,-11.1,11.1,180,0,-7.3,1,BR,BLACKOUT,,
15,SHEFFIEL,18,RAILTON,942,1,Closed,No,0,-7.4,7.4,180,0,-7.4,1,BR,BLACKOUT,,
19,DEVILS G,15,SHEFFIEL,943,1,Closed,No,-454.1,-94.6,463.9,180,71,277.4,1,BR,BLACKOUT,,
20,BURNIE,15,SHEFFIEL,944,1,Closed,No,212.6,95.3,233,180,7.9,23.6,1,BR,BLACKOUT,,
15,SHEFFIEL,22,SHEFF_B2,945,1,Closed,Yes,-286.2,-25.3,287.3,1000,0,131.8,1,BR,BLACKOUT,,
16,WESLEY V,17,DEVONPOR,946,1,Closed,No,0,-3.7,3.7,180,0,-7.4,1,BR,BLACKOUT,,
19,DEVILS G,21,DEVILS B,947,1,Closed,Yes,454.1,94.6,463.9,1000,0,666.8,1,BR,BLACKOUT,,
23,,20,BURNIE,948,1,Closed,Yes,158,22.5,159.6,1000,0,33.8,1,BR,BLACKOUT,,
34,Hamsphir,20,BURNIE,949,1,Closed,No,170.5,-12.1,170.9,180,4.1,7.3,1,BR,BLACKOUT,,
